motif_id	gene_id	TF_description	motif_family	ath_gene_id	ath_alias
M07055	Solyc09g014250.3	Transcription factor DIVARICATA (AHRD V3.3 *** A0A2G2VYG4_CAPBA)	Myb/SANT	AT2G38090	AT2G38090
M07055	Solyc10g076820.2	Transcription factor DIVARICATA (AHRD V3.3 *** A0A2G3BF07_CAPCH)	Myb/SANT	AT2G38090	AT2G38090
M07056	Solyc02g076670.3	Myb domain, Homeodomain-like protein (AHRD V3.3 *** A0A2U1Q384_ARTAN)	Myb/SANT	AT2G38300	AT2G38300
M07056	Solyc02g080730.2	Homeodomain-like protein (AHRD V3.3 *-* A0A2U1M305_ARTAN)	Myb/SANT	AT4G04605	AT4G04605
M07056	Solyc02g080860.3	protein PHOSPHATE STARVATION RESPONSE 1-like (AHRD V3.3 *-* A0A2I4HP29_9ROSI)	Myb/SANT	AT2G02060	AT2G02060
M07056	Solyc03g006150.2	Myb domain, Homeodomain-like protein (AHRD V3.3 *-* A0A2U1Q384_ARTAN)	Myb/SANT	AT2G38300	AT2G38300
M07056	Solyc06g051060.4	Homeodomain-like protein (AHRD V3.3 *-* A0A2U1NZT9_ARTAN)	Myb/SANT	AT2G40260	AT2G40260
M07056	Solyc09g005030.3	Homeodomain-like superfamily protein (AHRD V3.3 *-* Q9SIZ5_ARATH)	Myb/SANT	AT2G38300	AT2G38300
M07056	Solyc10g076460.2	Homeodomain-like superfamily protein (AHRD V3.3 *-* Q9SIZ5_ARATH)	Myb/SANT	AT2G38300	AT2G38300
M07057	Solyc02g076670.3	Myb domain, Homeodomain-like protein (AHRD V3.3 *** A0A2U1Q384_ARTAN)	Myb/SANT	AT2G38300	AT2G38300
M07057	Solyc02g080860.3	protein PHOSPHATE STARVATION RESPONSE 1-like (AHRD V3.3 *-* A0A2I4HP29_9ROSI)	Myb/SANT	AT2G02060	AT2G02060
M07057	Solyc03g006150.2	Myb domain, Homeodomain-like protein (AHRD V3.3 *-* A0A2U1Q384_ARTAN)	Myb/SANT	AT2G38300	AT2G38300
M07057	Solyc04g050070.3	Protein PHR1-LIKE 1 (AHRD V3.3 *** A0A2G3CIW3_CAPCH)	Myb/SANT	AT5G29000	PHL1
M07057	Solyc05g055940.3	Protein PHR1-LIKE 1 (AHRD V3.3 *** A0A2G3CIW3_CAPCH)	Myb/SANT	AT5G29000	PHL1
M07057	Solyc06g051060.4	Homeodomain-like protein (AHRD V3.3 *-* A0A2U1NZT9_ARTAN)	Myb/SANT	AT2G40260	AT2G40260
M07057	Solyc09g005030.3	Homeodomain-like superfamily protein (AHRD V3.3 *-* Q9SIZ5_ARATH)	Myb/SANT	AT2G38300	AT2G38300
M07057	Solyc10g076460.2	Homeodomain-like superfamily protein (AHRD V3.3 *-* Q9SIZ5_ARATH)	Myb/SANT	AT2G38300	AT2G38300
M07058	Solyc02g076670.3	Myb domain, Homeodomain-like protein (AHRD V3.3 *** A0A2U1Q384_ARTAN)	Myb/SANT	AT2G38300	AT2G38300
M07058	Solyc02g080860.3	protein PHOSPHATE STARVATION RESPONSE 1-like (AHRD V3.3 *-* A0A2I4HP29_9ROSI)	Myb/SANT	AT2G02060	AT2G02060
M07058	Solyc03g006150.2	Myb domain, Homeodomain-like protein (AHRD V3.3 *-* A0A2U1Q384_ARTAN)	Myb/SANT	AT2G38300	AT2G38300
M07058	Solyc04g050070.3	Protein PHR1-LIKE 1 (AHRD V3.3 *** A0A2G3CIW3_CAPCH)	Myb/SANT	AT5G29000	PHL1
M07058	Solyc05g055940.3	Protein PHR1-LIKE 1 (AHRD V3.3 *** A0A2G3CIW3_CAPCH)	Myb/SANT	AT5G29000	PHL1
M07058	Solyc06g051060.4	Homeodomain-like protein (AHRD V3.3 *-* A0A2U1NZT9_ARTAN)	Myb/SANT	AT2G40260	AT2G40260
M07058	Solyc09g005030.3	Homeodomain-like superfamily protein (AHRD V3.3 *-* Q9SIZ5_ARATH)	Myb/SANT	AT2G38300	AT2G38300
M07058	Solyc10g076460.2	Homeodomain-like superfamily protein (AHRD V3.3 *-* Q9SIZ5_ARATH)	Myb/SANT	AT2G38300	AT2G38300
M07059	Solyc01g057910.3	R2R3MYB transcription factor 2	Myb/SANT	AT5G49620	AtMYB78
M07059	Solyc02g067760.4	R2R3MYB transcription factor 21	Myb/SANT	AT3G27810	ATMYB21
M07059	Solyc03g119370.2	R2R3MYB transcription factor 62	Myb/SANT	AT1G68320	AtMYB62
M07059	Solyc05g009230.3	MYB transcription factor (AHRD V3.3 *-* B4FU27_MAIZE)	Myb/SANT	AT1G68320	AtMYB62
M07059	Solyc05g053330.3	Transcription factor (AHRD V3.3 *** A0A2G3CHW7_CAPCH)	Myb/SANT	AT5G49620	AtMYB78
M07059	Solyc12g049300.2	R2R3MYB transcription factor 54	Myb/SANT	AT1G22640	ATMYB3
M07059	Solyc12g099120.3	Abscisic acid induced MYB1	Myb/SANT	AT5G49620	AtMYB78
M07059	Solyc12g099130.2	R2R3MYB transcription factor 108	Myb/SANT	AT3G06490	AtMYB108
M07060	Solyc01g057910.3	R2R3MYB transcription factor 2	Myb/SANT	AT5G49620	AtMYB78
M07060	Solyc02g067760.4	R2R3MYB transcription factor 21	Myb/SANT	AT3G27810	ATMYB21
M07060	Solyc03g119370.2	R2R3MYB transcription factor 62	Myb/SANT	AT1G68320	AtMYB62
M07060	Solyc05g009230.3	MYB transcription factor (AHRD V3.3 *-* B4FU27_MAIZE)	Myb/SANT	AT1G68320	AtMYB62
M07060	Solyc05g053330.3	Transcription factor (AHRD V3.3 *** A0A2G3CHW7_CAPCH)	Myb/SANT	AT5G49620	AtMYB78
M07060	Solyc12g049300.2	R2R3MYB transcription factor 54	Myb/SANT	AT1G22640	ATMYB3
M07060	Solyc12g099120.3	Abscisic acid induced MYB1	Myb/SANT	AT5G49620	AtMYB78
M07060	Solyc12g099130.2	R2R3MYB transcription factor 108	Myb/SANT	AT3G06490	AtMYB108
M07061	Solyc01g010910.2	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT5G15310	ATMIXTA
M07061	Solyc01g094360.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G61250	AtMYB17
M07061	Solyc01g102340.3	R2R3MYB transcription factor 61	Myb/SANT	AT1G09540	ATMYB61
M07061	Solyc02g079280.3	MYB transcription factor (AHRD V3.3 *** A0A0U3IU11_MESCR)	Myb/SANT	AT4G21440	ATM4
M07061	Solyc02g088190.4	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT5G15310	ATMIXTA
M07061	Solyc04g056310.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07061	Solyc04g074170.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07061	Solyc05g007690.2	Transcription factor MYB39 (AHRD V3.3 *** A0A2G2VLL7_CAPBA)	Myb/SANT	AT5G15310	ATMIXTA
M07061	Solyc05g007710.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G01140	AtMYB106
M07061	Solyc05g048830.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G61250	AtMYB17
M07061	Solyc05g051550.2	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07061	Solyc05g055030.2	R2R3MYB transcription factor 10	Myb/SANT	AT2G31180	ATMYB14
M07061	Solyc08g076700.1	R2R3MYB transcription factor 107	Myb/SANT	AT5G16770	AtMYB9
M07061	Solyc08g076710.3	R2R3MYB transcription factor 39	Myb/SANT	AT5G16770	AtMYB9
M07061	Solyc10g005460.3	MYB transcription factor (AHRD V3.3 *** A0A0U3IU11_MESCR)	Myb/SANT	AT4G21440	ATM4
M07061	Solyc10g005550.3	R2R3MYB transcription factor 63	Myb/SANT	AT1G16490	ATMYB58
M07061	Solyc10g008700.3	R2R3MYB transcription factor 49	Myb/SANT	AT4G21440	ATM4
M07061	Solyc10g044680.2	R2R3MYB transcription factor 55	Myb/SANT	AT1G09540	ATMYB61
M07062	Solyc01g010910.2	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT5G15310	ATMIXTA
M07062	Solyc01g094360.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G61250	AtMYB17
M07062	Solyc01g102340.3	R2R3MYB transcription factor 61	Myb/SANT	AT1G09540	ATMYB61
M07062	Solyc02g079280.3	MYB transcription factor (AHRD V3.3 *** A0A0U3IU11_MESCR)	Myb/SANT	AT4G21440	ATM4
M07062	Solyc02g088190.4	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT5G15310	ATMIXTA
M07062	Solyc04g056310.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07062	Solyc04g074170.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07062	Solyc05g007690.2	Transcription factor MYB39 (AHRD V3.3 *** A0A2G2VLL7_CAPBA)	Myb/SANT	AT5G15310	ATMIXTA
M07062	Solyc05g007710.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G01140	AtMYB106
M07062	Solyc05g048830.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G61250	AtMYB17
M07062	Solyc05g051550.2	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT1G34670	AtMYB93
M07062	Solyc05g055030.2	R2R3MYB transcription factor 10	Myb/SANT	AT2G31180	ATMYB14
M07062	Solyc08g076700.1	R2R3MYB transcription factor 107	Myb/SANT	AT5G16770	AtMYB9
M07062	Solyc08g076710.3	R2R3MYB transcription factor 39	Myb/SANT	AT5G16770	AtMYB9
M07062	Solyc10g005460.3	MYB transcription factor (AHRD V3.3 *** A0A0U3IU11_MESCR)	Myb/SANT	AT4G21440	ATM4
M07062	Solyc10g005550.3	R2R3MYB transcription factor 63	Myb/SANT	AT1G16490	ATMYB58
M07062	Solyc10g008700.3	R2R3MYB transcription factor 49	Myb/SANT	AT4G21440	ATM4
M07062	Solyc10g044680.2	R2R3MYB transcription factor 55	Myb/SANT	AT1G09540	ATMYB61
M07063	Solyc04g015290.3	Myb family transcription factor APL (AHRD V3.3 *** A0A2G3CDT5_CAPCH)	Myb/SANT	AT4G13640	UNE16
M07063	Solyc05g007890.4	Myb family transcription factor APL (AHRD V3.3 *** A0A2G2VLB7_CAPBA)	Myb/SANT	AT1G69580	AT1G69580
M07063	Solyc08g076010.4	Myb family transcription factor APL (AHRD V3.3 *** A0A2G3AFT2_CAPAN)	Myb/SANT	AT5G45580	AT5G45580
M07063	Solyc09g091880.4	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8G4T8_CAPAN)	Myb/SANT	AT3G24120	AT3G24120
M07063	Solyc10g083340.3	Myb family transcription factor APL (AHRD V3.3 *** A0A2G2YMX5_CAPAN)	Myb/SANT	AT5G18240	ATMYR1
M07063	Solyc10g085620.2	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8E9S3_CAPAN)	Myb/SANT	AT3G04030	MYR2
M07063	Solyc11g022470.2	MYB transcription factor (AHRD V3.3 *** V5Q0T6_9CARY)	Myb/SANT	AT2G01060	AT2G01060
M07063	Solyc11g067280.2	MYB transcription factor (AHRD V3.3 *** V5Q0T6_9CARY)	Myb/SANT	AT2G01060	AT2G01060
M07063	Solyc12g017370.3	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8G1X9_CAPAN)	Myb/SANT	AT1G79430	APL
M07063	Solyc12g098370.2	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8F7R6_CAPAN)	Myb/SANT	AT4G13640	UNE16
M07064	Solyc04g015290.3	Myb family transcription factor APL (AHRD V3.3 *** A0A2G3CDT5_CAPCH)	Myb/SANT	AT4G13640	UNE16
M07064	Solyc05g007890.4	Myb family transcription factor APL (AHRD V3.3 *** A0A2G2VLB7_CAPBA)	Myb/SANT	AT1G69580	AT1G69580
M07064	Solyc08g076010.4	Myb family transcription factor APL (AHRD V3.3 *** A0A2G3AFT2_CAPAN)	Myb/SANT	AT5G45580	AT5G45580
M07064	Solyc09g091880.4	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8G4T8_CAPAN)	Myb/SANT	AT3G24120	AT3G24120
M07064	Solyc10g083340.3	Myb family transcription factor APL (AHRD V3.3 *** A0A2G2YMX5_CAPAN)	Myb/SANT	AT5G18240	ATMYR1
M07064	Solyc10g085620.2	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8E9S3_CAPAN)	Myb/SANT	AT3G04030	MYR2
M07064	Solyc11g022470.2	MYB transcription factor (AHRD V3.3 *** V5Q0T6_9CARY)	Myb/SANT	AT2G01060	AT2G01060
M07064	Solyc11g067280.2	MYB transcription factor (AHRD V3.3 *** V5Q0T6_9CARY)	Myb/SANT	AT2G01060	AT2G01060
M07064	Solyc12g017370.3	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8G1X9_CAPAN)	Myb/SANT	AT1G79430	APL
M07064	Solyc12g098370.2	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8F7R6_CAPAN)	Myb/SANT	AT4G13640	UNE16
M07065	Solyc01g057910.3	R2R3MYB transcription factor 2	Myb/SANT	AT5G49620	AtMYB78
M07065	Solyc02g067760.4	R2R3MYB transcription factor 21	Myb/SANT	AT3G27810	ATMYB21
M07065	Solyc03g119370.2	R2R3MYB transcription factor 62	Myb/SANT	AT1G68320	AtMYB62
M07065	Solyc05g009230.3	MYB transcription factor (AHRD V3.3 *-* B4FU27_MAIZE)	Myb/SANT	AT1G68320	AtMYB62
M07065	Solyc05g053330.3	Transcription factor (AHRD V3.3 *** A0A2G3CHW7_CAPCH)	Myb/SANT	AT5G49620	AtMYB78
M07065	Solyc09g090790.3	R2R3MYB transcription factor 79	Myb/SANT	AT3G24310	ATMYB71
M07065	Solyc12g099120.3	Abscisic acid induced MYB1	Myb/SANT	AT5G49620	AtMYB78
M07065	Solyc12g099130.2	R2R3MYB transcription factor 108	Myb/SANT	AT3G06490	AtMYB108
M07065	Solyc12g099140.2	R2R3MYB transcription factor 45	Myb/SANT	AT3G06490	AtMYB108
M07066	Solyc01g087130.4	R2R3MYB transcription factor 47	Myb/SANT	AT3G08500	AtMYB83
M07066	Solyc01g102340.3	R2R3MYB transcription factor 61	Myb/SANT	AT1G09540	ATMYB61
M07066	Solyc03g121740.3	R2R3MYB transcription factor 26	Myb/SANT	AT3G13890	ATMYB26
M07066	Solyc06g071690.3	R2R3MYB transcription factor 50	Myb/SANT	AT5G26660	ATMYB86
M07066	Solyc08g079270.3	R2R3MYB transcription factor 42	Myb/SANT	AT4G12350	AtMYB42
M07066	Solyc08g081500.3	LETHM1	Myb/SANT	AT1G63910	AtMYB103
M07066	Solyc10g005240.3	R2R3MYB transcription factor 67	Myb/SANT	AT3G12720	ATMYB67
M07066	Solyc11g065840.3	R2R3MYB transcription factor  46	Myb/SANT	AT3G08500	AtMYB83
M07067	Solyc01g087130.4	R2R3MYB transcription factor 47	Myb/SANT	AT3G08500	AtMYB83
M07067	Solyc01g102340.3	R2R3MYB transcription factor 61	Myb/SANT	AT1G09540	ATMYB61
M07067	Solyc03g121740.3	R2R3MYB transcription factor 26	Myb/SANT	AT3G13890	ATMYB26
M07067	Solyc06g071690.3	R2R3MYB transcription factor 50	Myb/SANT	AT5G26660	ATMYB86
M07067	Solyc08g079270.3	R2R3MYB transcription factor 42	Myb/SANT	AT4G12350	AtMYB42
M07067	Solyc08g081500.3	LETHM1	Myb/SANT	AT1G63910	AtMYB103
M07067	Solyc10g005240.3	R2R3MYB transcription factor 67	Myb/SANT	AT3G12720	ATMYB67
M07067	Solyc11g065840.3	R2R3MYB transcription factor  46	Myb/SANT	AT3G08500	AtMYB83
M07068	Solyc04g079360.1	R2R3MYB transcription factor 77	Myb/SANT	AT3G50060	MYB77
M07068	Solyc05g052850.3	R2R3MYB transcription factor 109	Myb/SANT	AT3G55730	AtMYB109
M07068	Solyc09g011780.3	R2R3MYB transcription factor 1	Myb/SANT	AT3G09230	AtMYB1
M07069	Solyc01g095030.3	Altered Response to Salt Stress 1	Myb/SANT	AT5G52660	AT5G52660
M07069	Solyc02g036370.3	Protein REVEILLE 7-like (AHRD V3.3 *** A0A2G3A4J4_CAPAN)	Myb/SANT	AT5G17300	RVE1
M07069	Solyc03g098320.4	Protein REVEILLE 1 (AHRD V3.3 *** A0A2G2XWA2_CAPAN)	Myb/SANT	AT5G17300	RVE1
M07069	Solyc06g036300.4	Homeodomain-like superfamily protein (AHRD V3.3 *** A0A2U1MBK2_ARTAN)	Myb/SANT	AT5G52660	AT5G52660
M07069	Solyc10g084370.3	Homeodomain-like superfamily protein (AHRD V3.3 *** A0A1I9LS15_ARATH)	Myb/SANT	AT3G09600	LCL5
M07070	Solyc01g095030.3	Altered Response to Salt Stress 1	Myb/SANT	AT5G52660	AT5G52660
M07070	Solyc02g036370.3	Protein REVEILLE 7-like (AHRD V3.3 *** A0A2G3A4J4_CAPAN)	Myb/SANT	AT5G17300	RVE1
M07070	Solyc03g098320.4	Protein REVEILLE 1 (AHRD V3.3 *** A0A2G2XWA2_CAPAN)	Myb/SANT	AT5G17300	RVE1
M07070	Solyc06g036300.4	Homeodomain-like superfamily protein (AHRD V3.3 *** A0A2U1MBK2_ARTAN)	Myb/SANT	AT5G52660	AT5G52660
M07070	Solyc10g084370.3	Homeodomain-like superfamily protein (AHRD V3.3 *** A0A1I9LS15_ARATH)	Myb/SANT	AT3G09600	LCL5
M07071	Solyc02g036370.3	Protein REVEILLE 7-like (AHRD V3.3 *** A0A2G3A4J4_CAPAN)	Myb/SANT	AT5G17300	RVE1
M07071	Solyc03g098320.4	Protein REVEILLE 1 (AHRD V3.3 *** A0A2G2XWA2_CAPAN)	Myb/SANT	AT5G17300	RVE1
M07071	Solyc10g005080.3	Late elongated hypocotyl (AHRD V3.3 *** J9PV71_NICAT)	Myb/SANT	AT1G01060	LHY
M07072	Solyc02g082375.1	Transcription factor DIVARICATA (AHRD V3.3 *** A0A2G3C4H9_CAPCH)	Myb/SANT	AT1G49010	AT1G49010
M07072	Solyc03g113620.3	Transcription factor MYB1R1 (AHRD V3.3 *** A0A2G2WRC4_CAPBA)	Myb/SANT	AT1G19000	AT1G19000
M07072	Solyc04g005100.3	transcription factor MYB1R1-like (AHRD V3.3 *** A0A2I4GKI8_9ROSI)	Myb/SANT	AT1G70000	AT1G70000
M07072	Solyc06g071230.3	Transcription factor MYB1R1 (AHRD V3.3 *** MY1R1_SOLTU)	Myb/SANT	AT1G19000	AT1G19000
M07072	Solyc07g026680.2	Transcription factor DIVARICATA (AHRD V3.3 *** A0A2G2X3T8_CAPBA)	Myb/SANT	AT5G56840	AT5G56840
M07072	Solyc08g065380.3	Transcription factor MYB1R1 (AHRD V3.3 *** A0A2I0WJG7_9ASPA)	Myb/SANT	AT5G56840	AT5G56840
M07072	Solyc08g078340.3	Transcription factor DIVARICATA (AHRD V3.3 *** A0A2G3DC38_CAPCH)	Myb/SANT	AT5G47390	MYBH
M07072	Solyc12g008800.3	Transcription factor DIVARICATA (AHRD V3.3 *** A0A2G3BNV9_CAPCH)	Myb/SANT	AT5G56840	AT5G56840
M07072	Solyc12g044610.2	Transcription factor MYB1R1 (AHRD V3.3 *** A0A2G3B343_CAPCH)	Myb/SANT	AT3G16350	AT3G16350
M07073	Solyc02g082375.1	Transcription factor DIVARICATA (AHRD V3.3 *** A0A2G3C4H9_CAPCH)	Myb/SANT	AT1G49010	AT1G49010
M07073	Solyc03g113620.3	Transcription factor MYB1R1 (AHRD V3.3 *** A0A2G2WRC4_CAPBA)	Myb/SANT	AT1G19000	AT1G19000
M07073	Solyc04g005100.3	transcription factor MYB1R1-like (AHRD V3.3 *** A0A2I4GKI8_9ROSI)	Myb/SANT	AT1G70000	AT1G70000
M07073	Solyc06g071230.3	Transcription factor MYB1R1 (AHRD V3.3 *** MY1R1_SOLTU)	Myb/SANT	AT1G19000	AT1G19000
M07073	Solyc07g026680.2	Transcription factor DIVARICATA (AHRD V3.3 *** A0A2G2X3T8_CAPBA)	Myb/SANT	AT5G56840	AT5G56840
M07073	Solyc08g065380.3	Transcription factor MYB1R1 (AHRD V3.3 *** A0A2I0WJG7_9ASPA)	Myb/SANT	AT5G56840	AT5G56840
M07073	Solyc08g078340.3	Transcription factor DIVARICATA (AHRD V3.3 *** A0A2G3DC38_CAPCH)	Myb/SANT	AT5G47390	MYBH
M07073	Solyc12g008800.3	Transcription factor DIVARICATA (AHRD V3.3 *** A0A2G3BNV9_CAPCH)	Myb/SANT	AT5G56840	AT5G56840
M07073	Solyc12g044610.2	Transcription factor MYB1R1 (AHRD V3.3 *** A0A2G3B343_CAPCH)	Myb/SANT	AT3G16350	AT3G16350
M07074	Solyc03g096350.3	Transcription factor DIVARICATA (AHRD V3.3 *** A0A1U8G0H1_CAPAN)	Myb/SANT	AT3G11280	AT3G11280
M07074	Solyc05g052610.3	Transcription factor DIVARICATA (AHRD V3.3 *** A0A1U8GX57_CAPAN)	Myb/SANT	AT5G58900	AT5G58900
M07075	Solyc03g096350.3	Transcription factor DIVARICATA (AHRD V3.3 *** A0A1U8G0H1_CAPAN)	Myb/SANT	AT3G11280	AT3G11280
M07075	Solyc05g052610.3	Transcription factor DIVARICATA (AHRD V3.3 *** A0A1U8GX57_CAPAN)	Myb/SANT	AT5G58900	AT5G58900
M07076	Solyc01g009070.3	gamyb-like 1	Myb/SANT	AT3G11440	ATMYB65
M07076	Solyc06g073640.4	GAMYB-like2	Myb/SANT	AT3G11440	ATMYB65
M07076	Solyc07g052300.3	R2R3MYB transcription factor 101	Myb/SANT	AT2G32460	ATM1
M07076	Solyc11g072060.3	Myb-related protein (AHRD V3.3 *** A0A2G3C6T9_CAPCH)	Myb/SANT	AT4G26930	AtMYB97
M07077	Solyc01g009070.3	gamyb-like 1	Myb/SANT	AT3G11440	ATMYB65
M07077	Solyc06g073640.4	GAMYB-like2	Myb/SANT	AT3G11440	ATMYB65
M07077	Solyc07g052300.3	R2R3MYB transcription factor 101	Myb/SANT	AT2G32460	ATM1
M07077	Solyc11g072060.3	Myb-related protein (AHRD V3.3 *** A0A2G3C6T9_CAPCH)	Myb/SANT	AT4G26930	AtMYB97
M07078	Solyc02g082040.3	R2R3MYB transcription factor 56	Myb/SANT	AT3G12720	ATMYB67
M07078	Solyc03g121740.3	R2R3MYB transcription factor 26	Myb/SANT	AT3G13890	ATMYB26
M07078	Solyc05g048830.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G61250	AtMYB17
M07078	Solyc10g005240.3	R2R3MYB transcription factor 67	Myb/SANT	AT3G12720	ATMYB67
M07079	Solyc04g015290.3	Myb family transcription factor APL (AHRD V3.3 *** A0A2G3CDT5_CAPCH)	Myb/SANT	AT4G13640	UNE16
M07079	Solyc05g007890.4	Myb family transcription factor APL (AHRD V3.3 *** A0A2G2VLB7_CAPBA)	Myb/SANT	AT1G69580	AT1G69580
M07079	Solyc06g066180.4	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8GUR4_CAPAN)	Myb/SANT	AT5G45580	AT5G45580
M07079	Solyc08g076010.4	Myb family transcription factor APL (AHRD V3.3 *** A0A2G3AFT2_CAPAN)	Myb/SANT	AT5G45580	AT5G45580
M07079	Solyc09g091880.4	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8G4T8_CAPAN)	Myb/SANT	AT3G24120	AT3G24120
M07079	Solyc10g083340.3	Myb family transcription factor APL (AHRD V3.3 *** A0A2G2YMX5_CAPAN)	Myb/SANT	AT5G18240	ATMYR1
M07079	Solyc10g085620.2	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8E9S3_CAPAN)	Myb/SANT	AT3G04030	MYR2
M07079	Solyc11g022470.2	MYB transcription factor (AHRD V3.3 *** V5Q0T6_9CARY)	Myb/SANT	AT2G01060	AT2G01060
M07079	Solyc11g067280.2	MYB transcription factor (AHRD V3.3 *** V5Q0T6_9CARY)	Myb/SANT	AT2G01060	AT2G01060
M07079	Solyc12g017370.3	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8G1X9_CAPAN)	Myb/SANT	AT1G79430	APL
M07079	Solyc12g098370.2	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8F7R6_CAPAN)	Myb/SANT	AT4G13640	UNE16
M07080	Solyc04g015290.3	Myb family transcription factor APL (AHRD V3.3 *** A0A2G3CDT5_CAPCH)	Myb/SANT	AT4G13640	UNE16
M07080	Solyc05g007890.4	Myb family transcription factor APL (AHRD V3.3 *** A0A2G2VLB7_CAPBA)	Myb/SANT	AT1G69580	AT1G69580
M07080	Solyc06g066180.4	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8GUR4_CAPAN)	Myb/SANT	AT5G45580	AT5G45580
M07080	Solyc08g076010.4	Myb family transcription factor APL (AHRD V3.3 *** A0A2G3AFT2_CAPAN)	Myb/SANT	AT5G45580	AT5G45580
M07080	Solyc09g091880.4	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8G4T8_CAPAN)	Myb/SANT	AT3G24120	AT3G24120
M07080	Solyc10g083340.3	Myb family transcription factor APL (AHRD V3.3 *** A0A2G2YMX5_CAPAN)	Myb/SANT	AT5G18240	ATMYR1
M07080	Solyc10g085620.2	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8E9S3_CAPAN)	Myb/SANT	AT3G04030	MYR2
M07080	Solyc11g022470.2	MYB transcription factor (AHRD V3.3 *** V5Q0T6_9CARY)	Myb/SANT	AT2G01060	AT2G01060
M07080	Solyc11g067280.2	MYB transcription factor (AHRD V3.3 *** V5Q0T6_9CARY)	Myb/SANT	AT2G01060	AT2G01060
M07080	Solyc12g017370.3	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8G1X9_CAPAN)	Myb/SANT	AT1G79430	APL
M07080	Solyc12g098370.2	Myb family transcription factor APL (AHRD V3.3 *** A0A1U8F7R6_CAPAN)	Myb/SANT	AT4G13640	UNE16
M07081	Solyc01g094360.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G61250	AtMYB17
M07081	Solyc03g005570.3	Myb-related transcription factor LBM2 (AHRD V3.3 *** Q9SLT1_TOBAC)	Myb/SANT	AT3G23250	ATMYB15
M07081	Solyc05g055030.2	R2R3MYB transcription factor 10	Myb/SANT	AT2G31180	ATMYB14
M07081	Solyc06g053610.3	R2R3MYB transcription factor 14	Myb/SANT	AT3G23250	ATMYB15
M07081	Solyc06g083900.3	R2R3MYB transcription factor  13	Myb/SANT	AT1G06180	ATMYB13
M07081	Solyc10g005550.3	R2R3MYB transcription factor 63	Myb/SANT	AT1G16490	ATMYB58
M07082	Solyc01g094360.3	MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)	Myb/SANT	AT3G61250	AtMYB17
M07082	Solyc03g005570.3	Myb-related transcription factor LBM2 (AHRD V3.3 *** Q9SLT1_TOBAC)	Myb/SANT	AT3G23250	ATMYB15
M07082	Solyc05g055030.2	R2R3MYB transcription factor 10	Myb/SANT	AT2G31180	ATMYB14
M07082	Solyc06g053610.3	R2R3MYB transcription factor 14	Myb/SANT	AT3G23250	ATMYB15
